,Position,Symbol,Lots,Lots Change/Max,Entry Execution,Entry Signal,Entry Bar,Entry Date,Entry Time,Entry Price,Entry Commission,Exit Execution,Exit Signal,Exit Bar,Exit Date,Exit Time,Exit Price,Exit Commission,Weighted entry price,P/L,P/L per trade,P/L per lot,Fixed P/L,Open P/L,Bars Held,Profit/Bar,Gross Profit/loss,% of Change,MAE,MAE %,MFE,MFE %
-,"Long","ETHUSDT",+9.89,+9.89,Normal,"B",1 160 309,27.11.2019,11:51:00,+146.54,+1.15942448,Normal,"sB",1 164 773,30.11.2019,14:15:00,+151.99,+1.20254488,+146.54000000,+51.53853064,+53.90050000,+5.21117600,+51.53853064,+0.00000000,4 464,+0.01154537,2 146.03742336,+3.56,-0.93,-0.63%,+11.06,7.55%
-,"Short","ETHUSDT",-0.32,+0.32,Normal,"S",1 164 773,30.11.2019,14:15:00,+151.99,+0.03890944,Normal,"sS",1 166 678,01.12.2019,22:00:00,+150.84,+0.03861504,+151.99000000,+0.29047552,+0.36800000,+0.90773600,+0.29047552,+0.00000000,1 905,+0.00015248,2 146.32789888,+0.60,-0.61,-0.40%,+6.20,4.08%
-,"Long","ETHUSDT",+9.59,+9.59,Normal,"B",1 166 678,01.12.2019,22:00:00,+150.84,+1.15724448,Normal,"sB",1 167 135,02.12.2019,05:37:00,+147.95,+1.13507240,+150.84000000,-30.00741688,-27.71510000,-3.12903200,-30.00741688,+0.00000000,457,-0.06566174,2 116.32048200,-2.07,-3.05,-2.02%,+1.21,0.80%
-,"Short","ETHUSDT",-0.33,+0.33,Normal,"S",1 167 135,02.12.2019,05:37:00,+147.95,+0.03905880,Normal,"sS",1 168 156,02.12.2019,22:38:00,+149.38,+0.03943632,+147.95000000,-0.55039512,-0.47190000,-1.66786400,-0.55039512,+0.00000000,1 021,-0.00053907,2 115.77008688,-1.13,-2.46,-1.66%,+1.24,0.84%
-,"Long","ETHUSDT",+9.68,+9.68,Normal,"B",1 168 156,02.12.2019,22:38:00,+149.38,+1.15679872,Normal,"sB",1 168 830,03.12.2019,09:52:00,+147.61,+1.14309184,+149.38000000,-19.43349056,-17.13360000,-2.00759200,-19.43349056,+0.00000000,674,-0.02883307,2 096.33659632,-1.34,-1.98,-1.33%,+0.55,0.37%
-,"Short","ETHUSDT",-0.33,+0.33,Normal,"S",1 168 836,03.12.2019,09:58:00,+147.38,+0.03890832,Normal,"sS",1 169 129,03.12.2019,14:51:00,+148.87,+0.03930168,+147.38000000,-0.56991000,-0.49170000,-1.72700000,-0.56991000,+0.00000000,293,-0.00194509,2 095.76668632,-1.17,-1.57,-1.07%,+1.61,1.09%
-,"Long","ETHUSDT",+9.73,+9.73,Normal,"B",1 169 129,03.12.2019,14:51:00,+148.87,+1.15880408,Normal,"sB",1 169 686,04.12.2019,00:08:00,+146.52,+1.14051168,+148.87000000,-25.16481576,-22.86550000,-2.58631200,-25.16481576,+0.00000000,557,-0.04517920,2 070.60187056,-1.74,-2.53,-1.70%,+0.11,0.07%
-,"Short","ETHUSDT",-0.34,+0.34,Normal,"S",1 169 689,04.12.2019,00:11:00,+146.40,+0.03982080,Normal,"sS",1 170 483,04.12.2019,13:25:00,+151.02,+0.04107744,+146.40000000,-1.65169824,-1.57080000,-4.85793600,-1.65169824,+0.00000000,794,-0.00208022,2 068.95017232,-3.32,-4.62,-3.16%,+3.25,2.22%
-,"Long","ETHUSDT",+9.7,+9.7,Normal,"B",1 170 483,04.12.2019,13:25:00,+151.02,+1.17191520,Normal,"sB",1 170 991,04.12.2019,21:53:00,+144.84,+1.12395840,+151.02000000,-62.24187360,-59.94600000,-6.41668800,-62.24187360,+0.00000000,508,-0.12252337,2 006.70829872,-4.25,-6.67,-4.42%,+0.96,0.64%
-,"Short","ETHUSDT",-0.34,+0.34,Normal,"S",1 170 991,04.12.2019,21:53:00,+144.84,+0.03939648,Normal,"sS",1 172 368,05.12.2019,20:50:00,+148.39,+0.04036208,+144.84000000,-1.28675856,-1.20700000,-3.78458400,-1.28675856,+0.00000000,1 377,-0.00093447,2 005.42154016,-2.61,-4.18,-2.89%,+1.20,0.83%
-,"Long","ETHUSDT",+9.75,+9.75,Normal,"B",1 172 368,05.12.2019,20:50:00,+148.39,+1.15744200,Normal,"sB",1 173 122,06.12.2019,09:24:00,+146.38,+1.14176400,+148.39000000,-21.89670600,-19.59750000,-2.24581600,-21.89670600,+0.00000000,754,-0.02904072,1 983.52483416,-1.51,-2.65,-1.79%,+0.09,0.06%
-,"Long","ETHUSDT",+9.76,+9.76,Normal,"B",1 173 633,06.12.2019,17:55:00,+149.17,+1.16471936,Normal,"sB",1 174 794,07.12.2019,13:16:00,+147.50,+1.15168000,+149.17000000,-18.61559936,-16.29920000,-1.90733600,-18.61559936,+0.00000000,1 161,-0.01603411,1 964.90923480,-1.28,-2.03,-1.36%,+0.32,0.21%
-,"Short","ETHUSDT",-0.34,+0.34,Normal,"S",1 175 659,08.12.2019,03:41:00,+146.59,+0.03987248,Normal,"sS",1 176 000,08.12.2019,09:22:00,+148.32,+0.04034304,+146.59000000,-0.66841552,-0.58820000,-1.96592800,-0.66841552,+0.00000000,341,-0.00196016,1 964.24081928,-1.34,-1.73,-1.18%,+0.23,0.16%
-,"Long","ETHUSDT",+9.76,+9.76,Normal,"B",1 176 000,08.12.2019,09:22:00,+148.32,+1.15808256,Normal,"sB",1 177 835,09.12.2019,15:57:00,+147.71,+1.15331968,+148.32000000,-8.26500224,-5.95360000,-0.84682400,-8.26500224,+0.00000000,1 835,-0.00450409,1 955.97581704,-0.57,-1.32,-0.89%,+3.30,2.22%
-,"Short","ETHUSDT",-0.33,+0.33,Normal,"S",1 177 835,09.12.2019,15:57:00,+147.71,+0.03899544,Normal,"sS",1 182 402,12.12.2019,20:04:00,+145.29,+0.03835656,+147.71000000,+0.72124800,+0.79860000,+2.18560000,+0.72124800,+0.00000000,4 567,+0.00015793,1 956.69706504,+1.48,-0.86,-0.58%,+8.47,5.73%
-,"Long","ETHUSDT",+9.96,+9.96,Normal,"B",1 182 402,12.12.2019,20:04:00,+145.29,+1.15767072,Normal,"sB",1 184 607,14.12.2019,08:49:00,+143.01,+1.13950368,+145.29000000,-25.00597440,-22.70880000,-2.51064000,-25.00597440,+0.00000000,2 205,-0.01134058,1 931.69109064,-1.73,-2.74,-1.89%,+0.71,0.49%
-,"Short","ETHUSDT",-0.34,+0.34,Normal,"S",1 184 607,14.12.2019,08:49:00,+143.01,+0.03889872,Normal,"sS",1 185 991,15.12.2019,07:53:00,+143.25,+0.03896400,+143.01000000,-0.15946272,-0.08160000,-0.46900800,-0.15946272,+0.00000000,1 384,-0.00011522,1 931.53162792,-0.33,-1.11,-0.78%,+3.09,2.16%
-,"Long","ETHUSDT",+10.11,+10.11,Normal,"B",1 185 991,15.12.2019,07:53:00,+143.25,+1.15860600,Normal,"sB",1 187 086,16.12.2019,02:08:00,+141.74,+1.14639312,+143.25000000,-17.57109912,-15.26610000,-1.73799200,-17.57109912,+0.00000000,1 095,-0.01604667,1 913.96052880,-1.21,-1.57,-1.10%,+0.72,0.50%
